CO_PROCEDIMENTO,NO_PROCEDIMENTO
01.01.05.011-9	SESSÃO DE BIOENERGÉTICA
01.01.05.012-7	SESSÃO DE CONSTELAÇÃO FAMILIAR
01.01.05.013-5	SESSÃO DE DANÇA CIRCULAR
01.01.05.014-3	SESSÃO DE TERMALISMO
01.02.01.005-6	ATIVIDADES EDUCATIVAS PARA O SETOR REGULADO
01.02.01.006-4	ANÁLISE DE PROJETOS BÁSICOS DE ARQUITETURA
01.02.01.007-2	CADASTRO DE ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA
01.02.01.014-5	INSPEÇÃO SANITÁRIA DE HOSPITAIS
01.02.01.015-3	INVESTIGAÇÃO DE EVENTOS ADVERSOS E/OU QUEIXAS
01.02.01.016-1	EXCLUSÃO DE CADASTRO DE ESTABELECIMENTOS
01.02.01.017-0	INSPEÇÃO DOS ESTABELECIMENTOS SUJEITOS À VIGILÂNCIA
01.02.01.018-8	LICENCIAMENTO DOS ESTABELECIMENTOS SUJEITOS À
01.02.01.019-6	APROVAÇÃO DE PROJETOS BÁSICOS DE ARQUITETURA
01.02.01.020-0	INVESTIGAÇÃO DE SURTOS DE DOENÇAS TRANSMITIDAS
01.02.01.021-8	INVESTIGAÇÃO DE SURTOS DE INFECÇÃO EM SERVIÇOS DE
01.02.01.022-6	ATIVIDADE EDUCATIVA PARA A POPULAÇÃO
01.02.01.023-4	RECEBIMENTO DE DENÚNCIAS/RECLAMAÇÕES
01.02.01.024-2	ATENDIMENTO À DENÚNCIAS/RECLAMAÇÕES
01.02.01.025-0	CADASTRO DE HOSPITAIS
01.02.01.026-9	LICENCIAMENTO SANITÁRIO DE HOSPITAIS
01.02.01.027-7	CADASTRO DE INSTITUIÇÕES DE LONGA PERMANÊNCIA
01.02.01.028-5	INSPEÇÃO SANITÁRIA DE INSTITUIÇÕES DE LONGA
01.02.01.029-3	LICENCIAMENTO SANITÁRIO DE INSTITUIÇÕES DE LONGA
01.02.01.030-7	CADASTRO DE INDÚSTRIAS DE MEDICAMENTOS
01.02.01.031-5	INSPEÇÃO SANITÁRIA DE INDÚSTRIA DE MEDICAMENTOS
01.02.01.032-3	LICENCIAMENTO SANITÁRIO DE INDÚSTRIAS DE
01.02.01.033-1	CADASTRO DE SERVIÇOS DE DIAGNÓSTICO E TRATAMENTO
01.02.01.034-0	INSPEÇÃO SANITÁRIA DE SERVIÇOS DE DIAGNÓSTICO E
01.02.01.035-8	LICENCIAMENTO SANITÁRIO DE SERVIÇOS DE DIAGNÓSTICO
01.02.01.036-6	CADASTRO DE SERVIÇOS HOSPITALARES DE ATENÇÃO AO
01.02.01.037-4	INSPEÇÃO SANITÁRIA DE SERVIÇOS HOSPITALARES DE
01.02.01.038-2	LICENCIAMENTO SANITÁRIO DE SERVIÇOS HOSPITALARES
01.02.01.039-0	CADASTRO DE SERVIÇOS DE HEMOTERAPIA
01.02.01.040-4	INSPEÇÃO SANITÁRIA DE SERVIÇOS DE HEMOTERAPIA
01.02.01.041-2	LICENCIAMENTO SANITÁRIO DE SERVIÇOS DE HEMOTERAPIA
01.02.01.042-0	CADASTRO DE SERVIÇOS DE TERAPIA RENAL SUBSTITUTIVA
01.02.01.043-9	INSPEÇÃO SANITÁRIA DE SERVIÇOS DE TERAPIA RENAL
01.02.01.044-7	LICENCIAMENTO SANITÁRIO DE SERVIÇOS DE TERAPIA
01.02.01.045-5	CADASTRO DE SERVIÇOS DE ALIMENTAÇÃO
01.02.01.046-3	INSPEÇÃO SANITÁRIA DE SERVIÇOS DE ALIMENTAÇÃO
01.02.01.047-1	LICENCIAMENTO SANITÁRIO DE SERVIÇOS DE ALIMENTAÇÃO
01.02.01.048-0	FISCALIZAÇÃO DO USO DE PRODUTOS FUMÍGENOS
01.02.01.049-8	LAUDO DE ANÁLISE LABORATORIAL DO PROGRAMA DE
01.02.01.050-1	ATIVIDADES EDUCATIVAS SOBRE A TEMÁTICA DA DENGUE,
01.02.01.051-0	ATIVIDADES EDUCATIVAS,COM RELAÇÃO AO CONSUMO DE
01.02.01.052-8	INSTAURAÇÃO DE PROCESSO ADMINISTRATIVO SANITÁRIO
01.02.01.053-6	CONCLUSÃO DE PROCESSO ADMINISTRATIVO SANITÁRIO
01.02.01.054-4	CADASTRO DE INDÚSTRIAS DE INSUMOS FARMACÊUTICOS
01.02.01.055-2	CADASTRO DE INDÚSTRIAS DE PRODUTOS PARA SAÚDE
01.02.01.056-0	INSPEÇÃO SANITÁRIA DE INDÚSTRIAS DE INSUMOS
01.02.01.057-9	INSPEÇÃO SANITÁRIA DE INDÚSTRIAS DE PRODUTOS PARA
01.02.01.058-7	IMPLEMENTAÇÃO DE PROCEDIMENTOS (POPS)
01.02.01.059-5	IMPLEMENTAÇÃO DE PROCEDIMENTOS (POPS)
01.02.01.060-9	IMPLEMENTAÇÃO DE PROCEDIMENTOS (POPS)
01.02.01.061-7	ENVIO DE RELATÓRIOS DE INSPEÇÃO DE
01.02.01.062-5	ENVIO DE RELATÓRIOS DE INSPEÇÃO DE
01.02.01.063-3	ENVIO DE RELATÓRIOS DE INSPEÇÃO DE
01.02.01.064-1	AUDITORIAS INTERNAS REALIZADAS NO DEPARTAMENTO
01.02.01.065-0	AUDITORIAS INTERNAS REALIZADAS NO DEPARTAMENTO
01.02.01.066-8	AUDITORIAS INTERNAS REALIZADAS NO DEPARTAMENTO
01.02.02.001-9	VIGILÂNCIA DA SITUAÇÃO DE SAÚDE DOS TRABALHADORES
01.02.02.002-7	ATIVIDADE DE EDUCAÇÃO EM SAÚDE DO TRABALHADOR
01.02.02.003-5	INSPEÇÃO SANITÁRIA EM SAÚDE DO TRABALHADOR
01.02.02.004-3	INSPEÇÃO SANITÁRIA EM SAÚDE DO TRABALHADOR PARA
01.02.02.005-1	BUSCA ATIVA DE CASOS SUSPEITOS DE DOENÇAS OU
01.02.02.006-0	APOIO INSTITUCIONAL DE VIGILÂNCIA EM SAÚDE DO
01.02.02.007-8	ATIVIDADES COM GRUPOS NA TEMÁTICA DE SAÚDE DO
01.02.02.008-6	INSPEÇÃO SANITÁRIA EM SAÚDE DO TRABALHADOR PARA
01.02.02.009-4	INSPEÇÃO SANITÁRIA EM SAÚDE DO TRABALHADOR PARA
01.02.02.010-8	INSPEÇÃO SANITÁRIA EM SAÚDE DO TRABALHADOR PARA
01.02.02.011-6	INSPEÇÃO SANITÁRIA EM SAÚDE DO TRABALHADOR PARA
01.02.02.012-4	AÇÕES DE ARTICULAÇÃO COM CONTROLE SOCIAL E
01.02.02.013-2	AÇÕES INTER E INTRASSETORIAIS DE SAÚDE DO
01.02.02.014-0	VIGILÂNCIA EM SAÚDE DO TRABALHADOR NAS
02.01.01.001-1	AMNIOCENTESE
02.01.01.002-0	BIOPSIA / PUNCAO DE TUMOR SUPERFICIAL DA PELE
02.01.01.003-8	BIOPSIA CIRURGICA DE TIREOIDE
02.01.01.004-6	BIOPSIA DE ANUS E CANAL ANAL
02.01.01.005-4	BIOPSIA DE BACO POR PUNCAO / ASPIRACAO
02.01.01.006-2	BIOPSIA DE BEXIGA
02.01.01.007-0	BIOPSIA DE BOLSA ESCROTAL
02.01.01.008-9	BIOPSIA DE CONDUTO AUDITIVO EXTERNO
02.01.01.009-7	BIOPSIA DE CONJUNTIVA
02.01.01.010-0	BIOPSIA DE CORDAO ESPERMATICO (UNILATERAL)
02.01.01.011-9	BIOPSIA DE CORNEA
02.01.01.012-7	BIOPSIA DE CORPO VERTEBRAL A CEU ABERTO
02.01.01.013-5	BIOPSIA DE CORPO VERTEBRAL LAMINA E PEDICULO
02.01.01.014-3	BIOPSIA DE ENDOCARDIO / MIOCARDIO
02.01.01.015-1	BIOPSIA DE ENDOMETRIO
02.01.01.016-0	BIOPSIA DE ENDOMETRIO POR ASPIRACAO MANUAL INTRA-
02.01.01.017-8	BIOPSIA DE EPIDIDIMO
02.01.01.018-6	BIOPSIA DE ESCLERA
02.01.01.019-4	BIOPSIA DE FARINGE/LARINGE
02.01.01.020-8	BIOPSIA DE FIGADO EM CUNHA / FRAGMENTO
02.01.01.021-6	BIOPSIA DE FIGADO POR PUNCAO
02.01.01.022-4	BIOPSIA DE GANGLIO LINFATICO
02.01.01.023-2	BIÓPSIA DE GLÂNDULA SALIVAR
02.01.01.024-0	BIOPSIA DE IRIS, CORPO CILIAR, RETINA, COROIDE, VITREO E
02.01.01.025-9	BIOPSIA DE LAMINA PEDICULO E PROCESSOS VERTEBRAIS
02.01.01.026-7	BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU
02.01.01.027-5	BIOPSIA DE MEDULA OSSEA
02.01.01.028-3	BIOPSIA DE MUSCULO (A CEU ABERTO)
02.01.01.029-1	BIOPSIA DE NERVO
02.01.01.030-5	BIOPSIA DE OSSO / CARTILAGEM DA CINTURA ESCAPULAR
02.01.01.031-3	BIOPSIA DE OSSO / CARTILAGEM DA CINTURA PELVICA (POR
02.01.01.032-1	BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO INFERIOR (POR
02.01.01.033-0	BIOPSIA DE OSSO / CARTILAGEM DE MEMBRO SUPERIOR
02.01.01.034-8	BIÓPSIA DE OSSO DO CRÂNIO E DA FACE
02.01.01.035-6	BIOPSIA DE PALPEBRA
02.01.01.036-4	BIOPSIA DE PAVILHAO AURICULAR
02.01.01.037-2	BIOPSIA DE PELE E PARTES MOLES
02.01.01.038-0	BIOPSIA DE PENIS
02.01.01.039-9	BIOPSIA DE PIRAMIDE NASAL
02.01.01.040-2	BIOPSIA DE PLEURA (POR ASPIRAÇÃO/AGULHA /
02.01.01.041-0	BIÓPSIA DE PRÓSTATA
02.01.01.042-9	BIOPSIA DE PULMAO POR ASPIRACAO
02.01.01.043-7	BIOPSIA DE RIM POR PUNCAO
02.01.01.044-5	BIOPSIA DE SEIO PARANASAL
02.01.01.045-3	BIOPSIA DE SINÓVIA
02.01.01.046-1	BIOPSIA DE TESTICULO
02.01.01.047-0	BIOPSIA DE TIREOIDE OU PARATIREOIDE - PAAF
02.01.01.048-8	BIOPSIA DE URETER
02.01.01.049-6	BIOPSIA DE URETRA
02.01.01.050-0	BIOPSIA/PUNÇÃO DE VAGINA
02.01.01.051-8	BIOPSIA/PUNÇÃO DE VULVA
02.01.01.052-6	BIÓPSIA DOS TECIDOS MOLES DA BOCA
02.01.01.053-4	BIOPSIA ESTEREOTAXICA
02.01.01.054-2	BIOPSIA PERCUTÂNEA ORIENTADA POR TOMOGRAFIA
02.01.01.055-0	BIOPSIA PRÉ-ESCALÊNICA
02.01.01.056-9	BIOPSIA/EXERESE DE NÓDULO DE MAMA
02.01.01.058-5	PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA
02.01.01.059-3	PUNÇÃO DE CISTERNA SUB-OCCIPITAL
02.01.01.060-7	PUNÇÃO DE MAMA POR AGULHA GROSSA
02.01.01.061-5	PUNÇÃO DE VAGINA
02.01.01.062-3	PUNÇÃO EXPLORADORA DO DEFERENTE
02.01.01.063-1	PUNÇÃO LOMBAR
02.01.01.064-0	PUNÇÃO P/ ESVAZIAMENTO
02.01.01.065-8	PUNÇÃO VENTRICULAR TRANSFONTANELA
02.01.01.066-6	BIOPSIA DO COLO UTERINO
02.01.02.001-7	COLETA DE LAVADO BRONCO-ALVEOLAR
02.01.02.002-5	COLETA DE LINFA PARA PESQUISA DE M. LEPRAE
02.01.02.003-3	COLETA DE MATERIAL DO COLO DE ÚTERO PARA EXAME
02.01.02.004-1	COLETA DE MATERIAL PARA EXAME LABORATORIAL
02.01.02.005-0	COLETA DE SANGUE PARA TRIAGEM NEONATAL
02.01.02.006-8	TIPIFICAÇÃO DO ALELO HLA-B
02.01.02.007-6	COLETA DE MATERIAL DO COLO DO ÚTERO PARA EXAME
02.01.02.008-4	ENTREGA DE MATERIAL OBTIDO POR AUTO COLETA PARA
02.02.01.001-5	CLEARANCE OSMOLAR
02.02.01.002-3	DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO
02.02.01.003-1	DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS
02.02.01.004-0	DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS)
02.02.01.005-8	DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR
02.02.01.006-6	DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR
02.02.01.007-4	DETERMINACAO DE CURVA GLICEMICA CLASSICA (5
02.02.01.008-2	DETERMINACAO DE OSMOLARIDADE
02.02.01.009-0	DOSAGEM DE 5-NUCLEOTIDASE
02.02.01.010-4	DOSAGEM DE ACETONA
02.02.01.011-2	DOSAGEM DE ACIDO ASCORBICO
02.02.01.012-0	DOSAGEM DE ACIDO URICO
02.02.01.013-9	DOSAGEM DE ACIDO VANILMANDELICO
02.02.01.014-7	DOSAGEM DE ALDOLASE
02.02.01.015-5	DOSAGEM DE ALFA-1-ANTITRIPSINA
02.02.01.016-3	DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA
02.02.01.017-1	DOSAGEM DE ALFA-2-MACROGLOBULINA
02.02.01.018-0	DOSAGEM DE AMILASE
02.02.01.019-8	DOSAGEM DE AMONIA
02.02.01.020-1	DOSAGEM DE BILIRRUBINA TOTAL E FRACOES
02.02.01.021-0	DOSAGEM DE CALCIO
02.02.01.022-8	DOSAGEM DE CALCIO IONIZAVEL
02.02.01.023-6	DOSAGEM DE CAROTENO
02.02.01.024-4	DOSAGEM DE CATECOLAMINAS
02.02.01.025-2	DOSAGEM DE CERULOPLASMINA
02.02.01.026-0	DOSAGEM DE CLORETO
02.02.01.027-9	DOSAGEM DE COLESTEROL HDL
02.02.01.028-7	DOSAGEM DE COLESTEROL LDL
02.02.01.029-5	DOSAGEM DE COLESTEROL TOTAL
02.02.01.030-9	DOSAGEM DE COLINESTERASE
02.02.01.031-7	DOSAGEM DE CREATININA
02.02.01.032-5	DOSAGEM DE CREATINOFOSFOQUINASE (CPK)
02.02.01.033-3	DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB
02.02.01.034-1	DOSAGEM DE DESIDROGENASE ALFA-HIDROXIBUTIRICA
02.02.01.035-0	DOSAGEM DE DESIDROGENASE GLUTAMICA
02.02.01.036-8	DOSAGEM DE DESIDROGENASE LATICA
02.02.01.037-6	DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS
02.02.01.038-4	DOSAGEM DE FERRITINA
02.02.01.039-2	DOSAGEM DE FERRO SERICO
02.02.01.040-6	DOSAGEM DE FOLATO
02.02.01.041-4	DOSAGEM DE FOSFATASE ACIDA TOTAL
02.02.01.042-2	DOSAGEM DE FOSFATASE ALCALINA
02.02.01.043-0	DOSAGEM DE FOSFORO
02.02.01.044-9	DOSAGEM DE FRACAO PROSTATICA DA FOSFATASE ACIDA
02.02.01.045-7	DOSAGEM DE GALACTOSE
02.02.01.046-5	DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT)
02.02.01.047-3	DOSAGEM DE GLICOSE
02.02.01.048-1	DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE
02.02.01.049-0	DOSAGEM DE HAPTOGLOBINA
02.02.01.050-3	DOSAGEM DE HEMOGLOBINA GLICOSILADA
02.02.01.051-1	DOSAGEM DE HIDROXIPROLINA
02.02.01.052-0	DOSAGEM DE ISOMERASE-FOSFOHEXOSE
02.02.01.053-8	DOSAGEM DE LACTATO
02.02.01.054-6	DOSAGEM DE LEUCINO-AMINOPEPTIDASE
02.02.01.055-4	DOSAGEM DE LIPASE
02.02.01.056-2	DOSAGEM DE MAGNESIO
02.02.01.057-0	DOSAGEM DE MUCO-PROTEINAS
02.02.01.058-9	DOSAGEM DE PIRUVATO
02.02.01.059-7	DOSAGEM DE PORFIRINAS
02.02.01.060-0	DOSAGEM DE POTASSIO
02.02.01.061-9	DOSAGEM DE PROTEINAS TOTAIS
02.02.01.062-7	DOSAGEM DE PROTEINAS TOTAIS E FRACOES
02.02.01.063-5	DOSAGEM DE SODIO
02.02.01.064-3	DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA
02.02.01.065-1	DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP)
02.02.01.066-0	DOSAGEM DE TRANSFERRINA
02.02.01.067-8	DOSAGEM DE TRIGLICERIDEOS
02.02.01.068-6	DOSAGEM DE TRIPTOFANO
02.02.01.069-4	DOSAGEM DE UREIA
02.02.01.070-8	DOSAGEM DE VITAMINA B12
02.02.01.071-6	ELETROFORESE DE LIPOPROTEINAS
02.02.01.072-4	ELETROFORESE DE PROTEINAS
02.02.01.073-2	GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO
02.02.01.074-0	PROVA DA D-XILOSE
02.02.01.075-9	TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES
02.02.01.076-7	DOSAGEM DE 25 HIDROXIVITAMINA D
02.02.01.077-5	DETERMINAÇÃO DE CREMATÓCRITO NO LEITE HUMANO
02.02.01.078-3	ACIDEZ TITULÁVEL NO LEITE HUMANO (DORNIC)
02.02.01.079-1	DOSAGEM DE PEPTÍDEOS NATRIURÉTICOS TIPO B (BNP E NT-
02.02.02.001-0	CITOQUIMICA HEMATOLOGICA
02.02.02.002-9	CONTAGEM DE PLAQUETAS
02.02.02.003-7	CONTAGEM DE RETICULOCITOS
02.02.02.004-5	DETERMINAÇÃO DE CURVA DE RESISTÊNCIA GLOBULAR
02.02.02.005-3	DETERMINACAO DE ENZIMAS ERITROCITARIAS (CADA)
02.02.02.006-1	DETERMINAÇÃO DE SULFO-HEMOGLOBINA
02.02.02.007-0	DETERMINAÇÃO DE TEMPO DE COAGULAÇÃO
02.02.02.008-8	DETERMINAÇÃO DE TEMPO DE LISE DA EUGLOBULINA
02.02.02.009-6	DETERMINAÇÃO DE TEMPO DE SANGRAMENTO -DUKE
02.02.02.010-0	DETERMINAÇÃO DE TEMPO DE SANGRAMENTO DE IVY
02.02.02.011-8	DETERMINACAO DE TEMPO DE SOBREVIDA DE HEMACIAS
02.02.02.012-6	DETERMINAÇÃO DE TEMPO DE TROMBINA
02.02.02.013-4	DETERMINAÇÃO DE TEMPO DE TROMBOPLASTINA PARCIAL
02.02.02.014-2	DETERMINAÇÃO DE TEMPO E ATIVIDADE DA PROTROMBINA
02.02.02.015-0	DETERMINAÇÃO DE VELOCIDADE DE HEMOSSEDIMENTAÇÃO
02.02.02.016-9	DOSAGEM DE ANTICOAGULANTE CIRCULANTE
02.02.02.017-7	DOSAGEM DE ANTITROMBINA III
02.02.02.018-5	DOSAGEM DE FATOR II
02.02.02.019-3	DOSAGEM DE FATOR IX
02.02.02.020-7	DOSAGEM DE FATOR V
02.02.02.021-5	DOSAGEM DE FATOR VII
02.02.02.022-3	DOSAGEM DE FATOR VIII
02.02.02.023-1	DOSAGEM DE FATOR VIII (INIBIDOR)
02.02.02.024-0	DOSAGEM DE FATOR VON WILLEBRAND (ANTIGENO)
02.02.02.025-8	DOSAGEM DE FATOR X
02.02.02.026-6	DOSAGEM DE FATOR XI
02.02.02.027-4	DOSAGEM DE FATOR XII
02.02.02.028-2	DOSAGEM DE FATOR XIII
02.02.02.029-0	DOSAGEM DE FIBRINOGENIO
02.02.02.030-4	DOSAGEM DE HEMOGLOBINA
02.02.02.031-2	DOSAGEM DE HEMOGLOBINA - INSTABILIDADE A 37OC
02.02.02.032-0	DOSAGEM DE HEMOGLOBINA FETAL
02.02.02.033-9	DOSAGEM DE HEMOSSIDERINA
02.02.02.034-7	DOSAGEM DE PLASMINOGENIO
02.02.02.035-5	ELETROFORESE DE HEMOGLOBINA
02.02.02.036-3	ERITROGRAMA (ERITROCITOS, HEMOGLOBINA,
02.02.02.037-1	HEMATOCRITO
02.02.02.038-0	HEMOGRAMA COMPLETO
02.02.02.039-8	LEUCOGRAMA
02.02.02.040-1	PESQUISA DE ATIVIDADE DO COFATOR DE RISTOCETINA
02.02.02.041-0	PESQUISA DE CELULAS LE
02.02.02.042-8	PESQUISA DE CORPUSCULOS DE HEINZ
02.02.02.043-6	PESQUISA DE FILARIA
02.02.02.044-4	PESQUISA DE HEMOGLOBINA S
02.02.02.045-2	PESQUISA DE PLASMODIOS POR GOTA ESPESSA E
02.02.02.046-0	PESQUISA DE TRIPANOSSOMA
02.02.02.047-9	PROVA DE COMPATIBILIDADE PRE-TRANSFUSIONAL (MEIOS
02.02.02.048-7	PROVA DE CONSUMO DE PROTROMBINA
02.02.02.049-5	PROVA DE RETRACAO DO COAGULO
02.02.02.050-9	PROVA DO LACO
02.02.02.051-7	RASTREIO P/ DEFICIENCIA DE ENZIMAS ERITROCITARIAS
02.02.02.052-5	TESTE DE AGREGACAO DE PLAQUETAS
02.02.02.053-3	TESTE DE HAM (HEMOLISE ACIDA)
02.02.02.054-1	TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD)
02.02.02.055-0	DOSAGEM DE PROTEINA C FUNCIONAL
02.02.02.056-8	DOSAGEM DE PROTEINA S FUNCIONAL
02.02.02.057-6	PESQUISA DE ANTICOAGULANTE LÚPICO
02.02.03.001-6	CONTAGEM DE LINFOCITOS B
02.02.03.002-4	CONTAGEM DE LINFOCITOS CD4/CD8
02.02.03.003-2	CONTAGEM DE LINFOCITOS T TOTAIS
02.02.03.004-0	DETECÇÃO DE ÁCIDOS NUCLEICOS DO HIV-1 (QUALITATIVO)
02.02.03.005-9	DETECÇÃO DE RNA DO VÍRUS DA HEPATITE C (QUALITATIVO)
02.02.03.006-7	DETERMINAÇÃO DE COMPLEMENTO (CH50)
02.02.03.007-5	DETERMINAÇÃO DE FATOR REUMATOIDE
02.02.03.008-3	DETERMINAÇÃO QUANTITATIVA DE PROTEÍNA C REATIVA
02.02.03.009-1	DOSAGEM DE ALFA-FETOPROTEINA
02.02.03.010-5	DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA)
02.02.03.011-3	DOSAGEM DE BETA-2-MICROGLOBULINA
02.02.03.012-1	DOSAGEM DE COMPLEMENTO C3
02.02.03.013-0	DOSAGEM DE COMPLEMENTO C4
02.02.03.014-8	DOSAGEM DE CRIOAGLUTININA
02.02.03.015-6	DOSAGEM DE IMUNOGLOBULINA A (IGA)
02.02.03.016-4	DOSAGEM DE IMUNOGLOBULINA E (IGE)
02.02.03.017-2	DOSAGEM DE IMUNOGLOBULINA G (IGG)
02.02.03.018-0	DOSAGEM DE IMUNOGLOBULINA M (IGM)
02.02.03.019-9	DOSAGEM DE INIBIDOR DE C1-ESTERASE
02.02.03.020-2	DOSAGEM DE PROTEINA C REATIVA
02.02.03.022-9	IMUNOELETROFORESE DE PROTEINAS
02.02.03.023-7	IMUNOFENOTIPAGEM DE HEMOPATIAS MALIGNAS (POR
02.02.03.024-5	INTRADERMORREACAO COM DERIVADO PROTEICO
02.02.03.025-3	PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA
02.02.03.026-1	PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA
02.02.03.027-0	PESQUISA DE ANTICORPOS ANTI-DNA
02.02.03.028-8	PESQUISA DE ANTICORPOS ANTI-HELICOBACTER PYLORI
02.02.03.029-6	PESQUISA DE ANTICORPOS ANTI-HIV-1 (WESTERN
02.02.03.030-0	PESQUISA DE ANTICORPOS ANTI-HIV-1 + HIV-2 (ELISA)
02.02.03.031-8	PESQUISA DE ANTICORPOS ANTI-HTLV-1 + HTLV-2
02.02.03.032-6	PESQUISA DE ANTICORPOS ANTI-RIBONUCLEOPROTEINA
02.02.03.033-4	PESQUISA DE ANTICORPOS ANTI-SCHISTOSOMAS
02.02.03.034-2	PESQUISA DE ANTICORPOS ANTI-SM
02.02.03.035-0	PESQUISA DE ANTICORPOS ANTI-SS-A (RO)
02.02.03.036-9	PESQUISA DE ANTICORPOS ANTI-SS-B (LA)
02.02.03.037-7	PESQUISA DE ANTICORPOS ANTIADENOVIRUS
02.02.03.038-5	PESQUISA DE ANTICORPOS ANTIAMEBAS
02.02.03.039-3	PESQUISA DE ANTICORPOS ANTIASPERGILLUS
02.02.03.040-7	PESQUISA DE ANTICORPOS ANTIBRUCELAS
02.02.03.041-5	PESQUISA DE ANTICORPOS ANTICISTICERCO
02.02.03.042-3	PESQUISA DE ANTICORPOS ANTICLAMIDIA (POR
02.02.03.043-1	PESQUISA DE ANTICORPOS ANTICORTEX SUPRARENAL
02.02.03.044-0	PESQUISA DE ANTICORPOS ANTIEQUINOCOCOS
02.02.03.045-8	PESQUISA DE ANTICORPOS ANTIESCLERODERMA (SCL 70)
02.02.03.046-6	PESQUISA DE ANTICORPOS ANTIESPERMATOZOIDES
